Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683657573.130589,5065054,20,1
1,ReadModifyWrite,1683657573.132306,2017239,28,1
1,ReadModifyWrite,1683657573.132999,1002182,26,1
1,ReadModifyWrite,1683657573.133139,1002340,5,1
1,ReadModifyWrite,1683657573.133200,3013907,30,1
1,ReadModifyWrite,1683657573.134852,5060174,16,1
1,ReadModifyWrite,1683657573.135513,5065214,24,1
1,ReadModifyWrite,1683657573.135513,5069227,19,1
1,ReadModifyWrite,1683657573.135590,5042091,14,1
1,ReadModifyWrite,1683657573.136250,2013207,21,1
1,ReadModifyWrite,1683657573.137575,5075725,22,1
1,ReadModifyWrite,1683657573.138248,2008812,11,1
1,ReadModifyWrite,1683657573.138360,2010289,1,1
1,ReadModifyWrite,1683657573.140262,5060840,13,1
1,ReadModifyWrite,1683657573.140794,5059329,9,1
1,ReadModifyWrite,1683657573.141331,5059453,2,1
1,ReadModifyWrite,1683657573.141380,5062898,3,1
1,ReadModifyWrite,1683657573.141612,3009704,4,1
1,ReadModifyWrite,1683657573.143697,4003921,29,1
1,ReadModifyWrite,1683657573.147087,3004639,31,1
1,ReadModifyWrite,1683657574.135196,1019451,26,1
1,ReadModifyWrite,1683657574.135488,1022256,5,1
1,ReadModifyWrite,1683657574.135955,4058708,8,1
1,ReadModifyWrite,1683657574.137516,1002164,27,1
1,ReadModifyWrite,1683657574.137842,1008117,6,1
1,ReadModifyWrite,1683657574.139583,4053622,7,1
1,ReadModifyWrite,1683657574.143311,4067105,15,1
1,ReadModifyWrite,1683657574.143704,4066552,12,1
1,ReadModifyWrite,1683657574.144713,2000915,17,1
1,ReadModifyWrite,1683657574.144936,1008401,25,1
1,ReadModifyWrite,1683657575.139751,1016010,27,1
1,ReadModifyWrite,1683657575.145232,2003909,23,1
1,ReadModifyWrite,1683657575.145968,1013712,6,1
1,ReadModifyWrite,1683657575.147068,3058525,11,1
1,ReadModifyWrite,1683657575.148657,5505,1,1
1,ReadModifyWrite,1683657575.149242,3063965,0,1
1,ReadModifyWrite,1683657575.149466,1010381,21,1
1,ReadModifyWrite,1683657575.149555,3050612,28,1
1,ReadModifyWrite,1683657575.153346,1001729,25,1
1,ReadModifyWrite,1683657575.154201,4061751,1,1
1,ReadModifyWrite,1683657575.154657,1001638,26,1
1,ReadModifyWrite,1683657575.157756,1003144,5,1
1,ReadModifyWrite,1683657576.145643,3083412,17,1
1,ReadModifyWrite,1683657576.147116,2058203,30,1
1,ReadModifyWrite,1683657576.151322,2049519,4,1
1,ReadModifyWrite,1683657576.151732,2076820,31,1
1,ReadModifyWrite,1683657576.153101,4083969,10,1
1,ReadModifyWrite,1683657576.155081,2058550,25,1
1,ReadModifyWrite,1683657576.155767,3073055,27,1
1,ReadModifyWrite,1683657576.156304,2058589,26,1
1,ReadModifyWrite,1683657576.159688,2052620,6,1
1,ReadModifyWrite,1683657576.159855,2040830,21,1
1,ReadModifyWrite,1683657576.160908,2044409,5,1
1,ReadModifyWrite,1683657577.147631,2081424,29,1
1,ReadModifyWrite,1683657577.149149,2072322,23,1
1,ReadModifyWrite,1683657578.177696,37459,14,1
1,ReadModifyWrite,1683657578.193222,6227,7,1
1,ReadModifyWrite,1683657578.194633,1019045,18,1
1,ReadModifyWrite,1683657578.194676,18689,8,1
1,ReadModifyWrite,1683657578.195036,1027715,16,1
1,ReadModifyWrite,1683657578.195651,14031,20,1
1,ReadModifyWrite,1683657578.199459,1012361,7,1
1,ReadModifyWrite,1683657578.200129,1018342,9,1
1,ReadModifyWrite,1683657578.200172,1018450,28,1
1,ReadModifyWrite,1683657578.200693,1027526,21,1
1,ReadModifyWrite,1683657578.200738,1017819,24,1
1,ReadModifyWrite,1683657578.200790,1017555,2,1
1,ReadModifyWrite,1683657578.200846,2028388,4,1
1,ReadModifyWrite,1683657578.201107,26873,13,1
1,ReadModifyWrite,1683657578.204284,1024963,3,1
1,ReadModifyWrite,1683657578.204747,1012802,19,1
1,ReadModifyWrite,1683657578.205325,1002039,5,1
1,ReadModifyWrite,1683657578.205325,2030583,30,1
1,ReadModifyWrite,1683657578.205600,2014967,11,1
1,ReadModifyWrite,1683657578.209693,2014605,20,1
1,ReadModifyWrite,1683657578.210267,1012071,12,1
1,ReadModifyWrite,1683657578.210424,2012802,15,1
1,ReadModifyWrite,1683657578.212376,2018841,6,1
1,ReadModifyWrite,1683657578.213217,2025957,0,1
1,ReadModifyWrite,1683657578.213306,2013044,22,1
1,ReadModifyWrite,1683657578.213427,1010708,8,1
1,ReadModifyWrite,1683657578.213639,3039502,25,1
1,ReadModifyWrite,1683657578.214899,2029294,26,1
1,ReadModifyWrite,1683657578.215171,2026974,14,1
1,ReadModifyWrite,1683657578.227996,4032508,13,1
1,ReadModifyWrite,1683657578.228563,2004247,31,1
1,ReadModifyWrite,1683657579.207375,1009129,5,1
1,ReadModifyWrite,1683657579.211827,1024357,7,1
1,ReadModifyWrite,1683657579.213685,1030371,18,1
1,ReadModifyWrite,1683657579.215958,1027631,1,1
1,ReadModifyWrite,1683657579.217557,1023811,19,1
1,ReadModifyWrite,1683657579.218355,1024652,2,1
1,ReadModifyWrite,1683657579.218479,1019891,9,1
1,ReadModifyWrite,1683657579.218565,1003470,24,1
1,ReadModifyWrite,1683657579.218629,1023267,28,1
1,ReadModifyWrite,1683657579.221477,1016513,23,1
1,ReadModifyWrite,1683657579.222347,1008163,12,1
1,ReadModifyWrite,1683657579.222757,1001663,16,1
1,ReadModifyWrite,1683657579.224143,5067112,8,1
1,ReadModifyWrite,1683657579.228226,1001694,21,1
1,ReadModifyWrite,1683657579.228831,1016072,27,1
1,ReadModifyWrite,1683657579.229062,3042880,29,1
1,ReadModifyWrite,1683657579.229062,2023369,17,1
1,ReadModifyWrite,1683657579.229257,4026603,3,1
1,ReadModifyWrite,1683657580.216515,29496,5,1
1,ReadModifyWrite,1683657580.220577,1031197,11,1
1,ReadModifyWrite,1683657580.222045,7085543,24,1
1,ReadModifyWrite,1683657580.223233,2049036,15,1
1,ReadModifyWrite,1683657580.224305,1024884,20,1
1,ReadModifyWrite,1683657580.224427,2028702,16,1
1,ReadModifyWrite,1683657580.226357,1020702,22,1
1,ReadModifyWrite,1683657580.229239,1028855,4,1
1,ReadModifyWrite,1683657580.229925,2019755,21,1
1,ReadModifyWrite,1683657580.230516,2023349,12,1
1,ReadModifyWrite,1683657580.231224,11844,6,1
1,ReadModifyWrite,1683657580.232817,1012536,31,1
1,ReadModifyWrite,1683657580.235915,5982,30,1
1,ReadModifyWrite,1683657580.236191,1021368,7,1
1,ReadModifyWrite,1683657580.237077,1009568,10,1
1,ReadModifyWrite,1683657580.237998,1015354,23,1
1,ReadModifyWrite,1683657580.238378,2023466,9,1
1,ReadModifyWrite,1683657580.239231,2014747,0,1
1,ReadModifyWrite,1683657580.241376,1009529,19,1
1,ReadModifyWrite,1683657580.241908,2029197,28,1
1,ReadModifyWrite,1683657580.241909,2012100,30,1
1,ReadModifyWrite,1683657580.242153,3012301,14,1
1,ReadModifyWrite,1683657580.243014,4039660,2,1
1,ReadModifyWrite,1683657580.243074,1005455,6,1
1,ReadModifyWrite,1683657580.243595,4036716,1,1
1,ReadModifyWrite,1683657580.244065,1001710,18,1
1,ReadModifyWrite,1683657580.244198,7060086,26,1
1,ReadModifyWrite,1683657580.244910,5042392,27,1
1,ReadModifyWrite,1683657580.246019,2005229,5,1
1,ReadModifyWrite,1683657581.245365,4039861,31,1
1,ReadModifyWrite,1683657581.245781,2014431,18,1
1,ReadModifyWrite,1683657581.246650,6062520,10,1
1,ReadModifyWrite,1683657581.247066,3033875,22,1
1,ReadModifyWrite,1683657581.248538,1001604,6,1
1,ReadModifyWrite,1683657581.249196,4042083,20,1
1,ReadModifyWrite,1683657581.250912,4928,19,1
1,ReadModifyWrite,1683657581.251783,6052079,11,1
1,ReadModifyWrite,1683657581.252438,3005147,17,1
1,ReadModifyWrite,1683657581.253152,4038816,25,1
1,ReadModifyWrite,1683657581.253360,3029815,23,1
1,ReadModifyWrite,1683657581.255849,6052057,19,1
1,ReadModifyWrite,1683657581.257566,7072519,7,1
1,ReadModifyWrite,1683657581.258103,6048572,4,1
1,ReadModifyWrite,1683657582.249692,1025408,21,1
1,ReadModifyWrite,1683657582.250150,1001923,6,1
1,ReadModifyWrite,1683657582.251254,1025325,5,1
1,ReadModifyWrite,1683657582.253172,2003363,16,1
1,ReadModifyWrite,1683657582.253873,5047968,12,1
1,ReadModifyWrite,1683657582.253983,6081205,0,1
1,ReadModifyWrite,1683657582.254017,3037664,30,1
1,ReadModifyWrite,1683657582.260511,6065078,13,1
1,ReadModifyWrite,1683657582.261852,6077934,9,1
1,ReadModifyWrite,1683657582.271132,6038180,28,1
1,ReadModifyWrite,1683657582.271952,2017089,29,1
1,ReadModifyWrite,1683657582.272277,6055676,15,1
1,ReadModifyWrite,1683657583.252085,5056021,6,1
1,ReadModifyWrite,1683657583.254465,5055451,14,1
1,ReadModifyWrite,1683657583.255870,5054256,3,1
1,ReadModifyWrite,1683657583.260221,5054996,18,1
1,ReadModifyWrite,1683657583.275110,5034596,21,1
1,ReadModifyWrite,1683657583.276587,2016844,5,1
1,ReadModifyWrite,1683657584.256548,1033576,16,1
1,ReadModifyWrite,1683657584.257596,4070385,17,1
1,ReadModifyWrite,1683657584.280372,4054150,1,1
1,ReadModifyWrite,1683657584.280961,4054383,22,1
1,ReadModifyWrite,1683657584.282683,1001862,2,1
1,ReadModifyWrite,1683657584.283183,3024620,23,1
1,ReadModifyWrite,1683657584.289051,4041886,29,1
1,ReadModifyWrite,1683657584.291263,3009054,8,1
1,ReadModifyWrite,1683657585.284557,3032000,2,1
1,ReadModifyWrite,1683657585.285233,4058407,31,1
1,ReadModifyWrite,1683657585.287308,1012288,27,1
1,ReadModifyWrite,1683657585.290132,3043475,16,1
1,ReadModifyWrite,1683657585.291288,3039508,20,1
1,ReadModifyWrite,1683657585.291687,3033273,30,1
1,ReadModifyWrite,1683657585.291983,3042167,25,1
1,ReadModifyWrite,1683657585.293438,6056662,5,1
1,ReadModifyWrite,1683657586.299655,5050499,27,1
1,ReadModifyWrite,1683657587.300327,1035758,8,1
1,ReadModifyWrite,1683657587.301851,2027105,12,1
1,ReadModifyWrite,1683657587.303874,1006512,11,1
1,ReadModifyWrite,1683657587.304292,1006283,26,1
1,ReadModifyWrite,1683657587.306684,1020901,4,1
1,ReadModifyWrite,1683657587.307597,1007215,24,1
1,ReadModifyWrite,1683657587.307813,5047178,23,1
1,ReadModifyWrite,1683657587.307913,4046713,19,1
1,ReadModifyWrite,1683657587.309179,5055358,10,1
1,ReadModifyWrite,1683657588.308118,3044635,6,1
1,ReadModifyWrite,1683657588.309324,27010,28,1
1,ReadModifyWrite,1683657588.309716,3043278,21,1
1,ReadModifyWrite,1683657588.309924,3036469,14,1
1,ReadModifyWrite,1683657588.310133,3042007,3,1
1,ReadModifyWrite,1683657588.310394,3048296,11,1
1,ReadModifyWrite,1683657588.310583,3039431,26,1
1,ReadModifyWrite,1683657588.314827,16364,24,1
1,ReadModifyWrite,1683657588.315376,1012950,18,1
1,ReadModifyWrite,1683657588.316563,4048264,2,1
1,ReadModifyWrite,1683657588.324967,4042193,30,1
1,ReadModifyWrite,1683657588.325596,4039300,13,1
1,ReadModifyWrite,1683657588.327594,3030926,4,1
1,ReadModifyWrite,1683657588.327963,2016296,15,1
1,ReadModifyWrite,1683657588.327991,5064105,17,1
1,ReadModifyWrite,1683657588.330096,4031844,7,1
1,ReadModifyWrite,1683657588.330804,4027991,20,1
1,ReadModifyWrite,1683657588.330943,9355,29,1
1,ReadModifyWrite,1683657588.331198,2006258,24,1
1,ReadModifyWrite,1683657588.333616,2012252,16,1
1,ReadModifyWrite,1683657588.334159,4020358,25,1
1,ReadModifyWrite,1683657588.334530,5044596,1,1
1,ReadModifyWrite,1683657588.335197,4038203,0,1
1,ReadModifyWrite,1683657588.335349,4019978,22,1
1,ReadModifyWrite,1683657588.336091,3013406,8,1
1,ReadModifyWrite,1683657588.336339,4030133,28,1
1,ReadModifyWrite,1683657588.339797,4006764,9,1
1,ReadModifyWrite,1683657588.340306,4026174,29,1
1,ReadModifyWrite,1683657589.328349,3027424,18,1
1,ReadModifyWrite,1683657589.328970,3031668,12,1
1,ReadModifyWrite,1683657589.343650,3012344,31,1
1,ReadModifyWrite,1683657590.337469,2036197,24,1
1,ReadModifyWrite,1683657590.344268,2023165,15,1
1,ReadModifyWrite,1683657590.345875,4036629,16,1
1,ReadModifyWrite,1683657591.346403,3044580,14,1
1,ReadModifyWrite,1683657591.349511,8499,8,1
1,ReadModifyWrite,1683657591.350024,1005466,26,1
1,ReadModifyWrite,1683657591.350108,2034210,5,1
1,ReadModifyWrite,1683657591.350160,2034734,27,1
1,ReadModifyWrite,1683657591.352151,1004225,3,1
1,ReadModifyWrite,1683657591.352789,1001993,6,1
1,ReadModifyWrite,1683657591.353002,3039935,21,1
1,ReadModifyWrite,1683657591.354633,1014895,19,1
1,ReadModifyWrite,1683657591.358017,3036158,8,1
1,ReadModifyWrite,1683657591.358526,3032549,4,1
1,ReadModifyWrite,1683657591.358695,1001613,11,1
1,ReadModifyWrite,1683657592.346575,26897,9,1
1,ReadModifyWrite,1683657592.354589,19461,25,1
1,ReadModifyWrite,1683657592.354793,3036399,6,1
1,ReadModifyWrite,1683657592.354999,2022468,23,1
1,ReadModifyWrite,1683657592.355335,17263,22,1
1,ReadModifyWrite,1683657592.355497,2026831,26,1
1,ReadModifyWrite,1683657592.355780,2040216,18,1
1,ReadModifyWrite,1683657592.356000,1036177,31,1
1,ReadModifyWrite,1683657592.356381,2032255,3,1
1,ReadModifyWrite,1683657592.358801,2032173,20,1
1,ReadModifyWrite,1683657592.360313,2030598,11,1
1,ReadModifyWrite,1683657592.360644,3039932,12,1
1,ReadModifyWrite,1683657592.361947,2035516,7,1
1,ReadModifyWrite,1683657592.364547,1017557,10,1
1,ReadModifyWrite,1683657592.364835,7756,2,1
1,ReadModifyWrite,1683657592.364904,1026544,13,1
1,ReadModifyWrite,1683657592.366478,5445,28,1
1,ReadModifyWrite,1683657592.366487,1012460,29,1
1,ReadModifyWrite,1683657592.367169,3026528,30,1
1,ReadModifyWrite,1683657592.367440,3033137,15,1
1,ReadModifyWrite,1683657592.369537,2033337,19,1
1,ReadModifyWrite,1683657592.371932,3026447,28,1
1,ReadModifyWrite,1683657592.372601,3008973,2,1
1,ReadModifyWrite,1683657592.372602,2017629,22,1
1,ReadModifyWrite,1683657592.373408,2013382,0,1
1,ReadModifyWrite,1683657592.373478,3017862,9,1
1,ReadModifyWrite,1683657592.373674,1994174,24,1
1,ReadModifyWrite,1683657592.374057,4024015,25,1
1,ReadModifyWrite,1683657593.378960,2007691,29,1
1,ReadModifyWrite,1683657593.379136,2021506,1,1
1,ReadModifyWrite,1683657593.382113,3011647,10,1
1,ReadModifyWrite,1683657593.384327,3012952,5,1
1,ReadModifyWrite,1683657593.384901,2007881,27,1
1,ReadModifyWrite,1683657593.391459,3007104,13,1
1,ReadModifyWrite,1683657593.392104,2005595,17,1
1,ReadModifyWrite,1683657593.392187,2005430,31,1
1,ReadModifyWrite,1683657594.367871,1026246,24,1
1,ReadModifyWrite,1683657594.377482,4061203,23,1
1,ReadModifyWrite,1683657594.382339,4802,26,1
1,ReadModifyWrite,1683657594.382513,2034533,16,1
1,ReadModifyWrite,1683657594.386799,2011964,0,1
1,ReadModifyWrite,1683657594.387149,1003242,26,1
1,ReadModifyWrite,1683657594.388644,1012124,3,1
1,ReadModifyWrite,1683657594.390241,2024445,22,1
1,ReadModifyWrite,1683657594.390920,2007060,11,1
1,ReadModifyWrite,1683657594.390984,2002219,20,1
1,ReadModifyWrite,1683657594.390990,996094,14,1
1,ReadModifyWrite,1683657594.391082,2008430,4,1
1,ReadModifyWrite,1683657594.392965,2005353,21,1
1,ReadModifyWrite,1683657594.394183,2017880,8,1
1,ReadModifyWrite,1683657594.396016,2001733,18,1
1,ReadModifyWrite,1683657594.397470,1013190,7,1
1,ReadModifyWrite,1683657594.402884,1012765,19,1
1,ReadModifyWrite,1683657595.381629,19182,2,1
1,ReadModifyWrite,1683657595.386669,1011634,29,1
1,ReadModifyWrite,1683657595.387116,1011320,14,1
1,ReadModifyWrite,1683657595.390400,1002065,26,1
1,ReadModifyWrite,1683657595.391199,2033025,6,1
1,ReadModifyWrite,1683657595.391349,1031191,9,1
1,ReadModifyWrite,1683657595.392791,3053140,27,1
1,ReadModifyWrite,1683657595.393732,3047657,30,1
1,ReadModifyWrite,1683657595.394125,3058388,24,1
1,ReadModifyWrite,1683657595.397628,3047951,31,1
1,ReadModifyWrite,1683657595.397710,4057779,17,1
1,ReadModifyWrite,1683657595.398387,3047097,28,1
1,ReadModifyWrite,1683657595.400585,4054667,12,1
1,ReadModifyWrite,1683657595.400585,3044037,15,1
1,ReadModifyWrite,1683657595.400646,6063131,1,1
1,ReadModifyWrite,1683657595.400773,3047165,3,1
1,ReadModifyWrite,1683657595.400814,3044508,2,1
1,ReadModifyWrite,1683657595.410677,998095,7,1
1,ReadModifyWrite,1683657595.415659,6048039,19,1
1,ReadModifyWrite,1683657596.392478,2046052,26,1
1,ReadModifyWrite,1683657596.393210,1029333,20,1
1,ReadModifyWrite,1683657596.393767,20676,10,1
1,ReadModifyWrite,1683657596.397287,5065667,5,1
1,ReadModifyWrite,1683657596.397757,3045840,18,1
1,ReadModifyWrite,1683657596.397995,2050062,11,1
1,ReadModifyWrite,1683657596.398089,2049783,25,1
1,ReadModifyWrite,1683657596.398312,2049107,29,1
1,ReadModifyWrite,1683657596.398327,5067726,21,1
1,ReadModifyWrite,1683657596.398464,15539,14,1
1,ReadModifyWrite,1683657596.398571,23381,13,1
1,ReadModifyWrite,1683657596.398770,5064950,0,1
1,ReadModifyWrite,1683657596.399520,4059858,4,1
1,ReadModifyWrite,1683657596.408787,5059846,7,1
1,ReadModifyWrite,1683657596.412073,2044371,8,1
1,ReadModifyWrite,1683657596.414009,2026789,14,1
1,ReadModifyWrite,1683657596.414451,2033659,10,1
1,ReadModifyWrite,1683657596.414692,14199,22,1
1,ReadModifyWrite,1683657596.417055,3029774,16,1
1,ReadModifyWrite,1683657596.421960,3021766,13,1
1,ReadModifyWrite,1683657596.422549,4036357,9,1
1,ReadModifyWrite,1683657596.428901,4031904,22,1
1,ReadModifyWrite,1683657597.422555,3034788,20,1
1,ReadModifyWrite,1683657597.424234,3033425,6,1
1,ReadModifyWrite,1683657598.438544,3027567,26,1
1,ReadModifyWrite,1683657598.438693,1007699,23,1
1,ReadModifyWrite,1683657598.440806,3025278,14,1
1,ReadModifyWrite,1683657598.441424,1003619,30,1
1,ReadModifyWrite,1683657598.444632,1001912,15,1
1,ReadModifyWrite,1683657598.445331,3042963,2,1
1,ReadModifyWrite,1683657598.445489,3037144,28,1
1,ReadModifyWrite,1683657598.445582,3024847,31,1
1,ReadModifyWrite,1683657598.445936,3020432,27,1
1,ReadModifyWrite,1683657598.447425,1010405,29,1
1,ReadModifyWrite,1683657598.447878,3013076,25,1
1,ReadModifyWrite,1683657598.447948,2012870,3,1
1,ReadModifyWrite,1683657598.448063,3015501,11,1
1,ReadModifyWrite,1683657598.448118,3017558,10,1
1,ReadModifyWrite,1683657598.452527,1970726,24,1
1,ReadModifyWrite,1683657598.456457,2002598,8,1
1,ReadModifyWrite,1683657599.443612,2021132,18,1
1,ReadModifyWrite,1683657599.443734,1001939,13,1
1,ReadModifyWrite,1683657599.445050,1012995,30,1
1,ReadModifyWrite,1683657599.446611,2015988,15,1
1,ReadModifyWrite,1683657599.446616,1001656,23,1
1,ReadModifyWrite,1683657599.446834,1009233,16,1
1,ReadModifyWrite,1683657599.455264,3034100,12,1
1,ReadModifyWrite,1683657599.455503,1001570,17,1
1,ReadModifyWrite,1683657599.457838,3022328,29,1
1,ReadModifyWrite,1683657600.423270,1003364,24,1
1,ReadModifyWrite,1683657600.445687,1003841,13,1
1,ReadModifyWrite,1683657600.448285,1041924,23,1
1,ReadModifyWrite,1683657600.456076,1024461,16,1
1,ReadModifyWrite,1683657600.457084,1040037,17,1
1,ReadModifyWrite,1683657600.457351,2028566,20,1
1,ReadModifyWrite,1683657600.457665,1010540,6,1
1,ReadModifyWrite,1683657600.458054,1022518,30,1
1,ReadModifyWrite,1683657600.458914,1020962,9,1
1,ReadModifyWrite,1683657600.459061,1001661,8,1
1,ReadModifyWrite,1683657600.459384,1032501,4,1
1,ReadModifyWrite,1683657600.460812,2019946,22,1
1,ReadModifyWrite,1683657600.460824,1009953,3,1
1,ReadModifyWrite,1683657601.426647,1062652,24,1
1,ReadModifyWrite,1683657601.449542,24738,13,1
1,ReadModifyWrite,1683657601.460735,23961,8,1
1,ReadModifyWrite,1683657601.460964,13307,25,1
1,ReadModifyWrite,1683657601.462607,1018387,15,1
1,ReadModifyWrite,1683657601.462961,25848,5,1
1,ReadModifyWrite,1683657601.463574,1026347,11,1
1,ReadModifyWrite,1683657601.463706,21486,19,1
1,ReadModifyWrite,1683657601.463732,1022286,0,1
1,ReadModifyWrite,1683657601.463784,1028181,1,1
1,ReadModifyWrite,1683657601.464753,11315,18,1
1,ReadModifyWrite,1683657601.465754,31399,10,1
1,ReadModifyWrite,1683657601.466062,1025051,21,1
1,ReadModifyWrite,1683657601.466094,1019997,14,1
1,ReadModifyWrite,1683657601.466116,1023521,26,1
1,ReadModifyWrite,1683657601.466375,18766,27,1
1,ReadModifyWrite,1683657601.468215,5493,6,1
1,ReadModifyWrite,1683657601.468641,1016650,7,1
1,ReadModifyWrite,1683657601.470437,18604,31,1
1,ReadModifyWrite,1683657601.470782,1010164,3,1
1,ReadModifyWrite,1683657601.473716,1012714,6,1
1,ReadModifyWrite,1683657601.474277,22368,25,1
1,ReadModifyWrite,1683657601.474287,1044132,13,1
1,ReadModifyWrite,1683657601.476074,17710,18,1
1,ReadModifyWrite,1683657601.479886,21544,9,1
1,ReadModifyWrite,1683657601.480543,1014430,16,1
1,ReadModifyWrite,1683657601.480584,1008353,30,1
1,ReadModifyWrite,1683657601.482640,1035218,28,1
1,ReadModifyWrite,1683657601.484723,1033629,8,1
1,ReadModifyWrite,1683657601.485169,16825,27,1
1,ReadModifyWrite,1683657601.485200,1032805,19,1
1,ReadModifyWrite,1683657601.488304,999742,2,1
1,ReadModifyWrite,1683657601.488816,1008320,5,1
1,ReadModifyWrite,1683657601.489045,4730,31,1
1,ReadModifyWrite,1683657601.490215,4579,23,1
1,ReadModifyWrite,1683657601.491892,1015061,4,1
1,ReadModifyWrite,1683657601.493782,11611,31,1
1,ReadModifyWrite,1683657601.493788,2012906,18,1
1,ReadModifyWrite,1683657601.494801,1023108,23,1
1,ReadModifyWrite,1683657601.496651,4298,25,1
1,ReadModifyWrite,1683657601.497128,996730,17,1
1,ReadModifyWrite,1683657601.497162,2050215,10,1
1,ReadModifyWrite,1683657601.500963,987366,25,1
1,ReadModifyWrite,1683657601.501439,1005967,9,1
1,ReadModifyWrite,1683657601.501999,1019501,27,1
1,ReadModifyWrite,1683657601.505401,1007406,31,1
1,ReadModifyWrite,1683657602.480186,38090,29,1
1,ReadModifyWrite,1683657602.480770,37307,22,1
1,ReadModifyWrite,1683657602.480954,41126,3,1
1,ReadModifyWrite,1683657602.481005,3032343,15,1
1,ReadModifyWrite,1683657602.485308,1020000,7,1
1,ReadModifyWrite,1683657602.485950,1036796,20,1
1,ReadModifyWrite,1683657602.486023,3024632,0,1
1,ReadModifyWrite,1683657602.486096,3028860,14,1
1,ReadModifyWrite,1683657602.486438,12624,6,1
1,ReadModifyWrite,1683657602.488054,34046,2,1
1,ReadModifyWrite,1683657602.488364,29937,25,1
1,ReadModifyWrite,1683657602.488946,1015540,30,1
1,ReadModifyWrite,1683657602.489306,4028701,24,1
1,ReadModifyWrite,1683657602.489369,3045053,12,1
1,ReadModifyWrite,1683657602.489642,27616,26,1
1,ReadModifyWrite,1683657602.489929,22355,11,1
1,ReadModifyWrite,1683657602.491136,31187,21,1
1,ReadModifyWrite,1683657602.491973,2016861,1,1
1,ReadModifyWrite,1683657602.493865,2035099,17,1
1,ReadModifyWrite,1683657602.494983,2012283,16,1
1,ReadModifyWrite,1683657602.497143,7602,5,1
1,ReadModifyWrite,1683657602.499069,1048354,6,1
1,ReadModifyWrite,1683657602.504754,4011324,5,1
1,ReadModifyWrite,1683657602.506960,993377,4,1
1,ReadModifyWrite,1683657602.507414,14083,9,1
1,ReadModifyWrite,1683657602.512299,3051239,11,1
1,ReadModifyWrite,1683657602.512814,2016145,31,1
1,ReadModifyWrite,1683657602.517269,1003278,26,1
1,ReadModifyWrite,1683657602.517869,2010984,28,1
1,ReadModifyWrite,1683657602.517921,1001860,23,1
1,ReadModifyWrite,1683657602.518011,1004244,19,1
1,ReadModifyWrite,1683657602.518083,1010955,22,1
1,ReadModifyWrite,1683657602.518282,3997110,29,1
1,ReadModifyWrite,1683657602.518308,4013009,25,1
1,ReadModifyWrite,1683657602.518356,1001532,8,1
1,ReadModifyWrite,1683657602.518425,1028308,13,1
1,ReadModifyWrite,1683657602.521506,1030815,9,1
1,ReadModifyWrite,1683657602.521508,2004990,27,1
1,ReadModifyWrite,1683657602.522088,2987210,3,1
1,ReadModifyWrite,1683657602.522105,2008257,2,1
1,ReadModifyWrite,1683657602.522328,3991813,21,1
1,ReadModifyWrite,1683657603.500355,3029602,4,1
1,ReadModifyWrite,1683657603.504500,1023585,30,1
1,ReadModifyWrite,1683657603.505320,2028739,7,1
1,ReadModifyWrite,1683657603.506702,2063498,18,1
1,ReadModifyWrite,1683657603.519794,3009594,23,1
1,ReadModifyWrite,1683657603.519893,3016524,8,1
1,ReadModifyWrite,1683657603.520555,2997994,26,1
1,ReadModifyWrite,1683657603.522264,2009954,19,1
1,ReadModifyWrite,1683657603.522755,2993084,20,1
1,ReadModifyWrite,1683657603.529053,2002082,22,1
1,ReadModifyWrite,1683657603.546753,1984490,13,1
1,ReadModifyWrite,1683657603.547387,2986742,10,1
1,ReadModifyWrite,1683657603.547449,981374,6,1
1,ReadModifyWrite,1683657603.552330,4161,9,1
1,ReadModifyWrite,1683657603.556526,2976649,9,1
1,ReadModifyWrite,1683657604.507280,2015755,16,1
1,ReadModifyWrite,1683657604.508844,2027626,1,1
1,ReadModifyWrite,1683657604.526507,6406,27,1
1,ReadModifyWrite,1683657604.528094,1003576,30,1
1,ReadModifyWrite,1683657604.528832,2001302,6,1
1,ReadModifyWrite,1683657604.528864,2013196,28,1
1,ReadModifyWrite,1683657604.528966,1001857,31,1
1,ReadModifyWrite,1683657604.528975,1998314,17,1
1,ReadModifyWrite,1683657604.530370,1001705,2,1
1,ReadModifyWrite,1683657604.532921,1982684,27,1
1,ReadModifyWrite,1683657605.509309,1036092,3,1
1,ReadModifyWrite,1683657605.510664,2047108,0,1
1,ReadModifyWrite,1683657605.513378,1001808,15,1
1,ReadModifyWrite,1683657605.514963,1024126,14,1
1,ReadModifyWrite,1683657605.530836,1008325,31,1
1,ReadModifyWrite,1683657605.531145,1005141,22,1
1,ReadModifyWrite,1683657605.531248,997429,13,1
1,ReadModifyWrite,1683657605.531677,38118,30,1
1,ReadModifyWrite,1683657605.532083,1013714,2,1
1,ReadModifyWrite,1683657605.532265,3030640,19,1
1,ReadModifyWrite,1683657605.534067,998901,7,1
1,ReadModifyWrite,1683657605.534430,1006251,12,1
1,ReadModifyWrite,1683657605.563551,959127,11,1
1,ReadModifyWrite,1683657605.569807,969672,30,1
1,ReadModifyWrite,1683657605.570210,965455,18,1
1,ReadModifyWrite,1683657606.514151,31187,21,1
1,ReadModifyWrite,1683657606.515197,29488,15,1
