Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683657606.515403,2051392,29,1
1,ReadModifyWrite,1683657606.515822,5401,27,1
1,ReadModifyWrite,1683657606.515844,22601,20,1
1,ReadModifyWrite,1683657606.516086,21978,5,1
1,ReadModifyWrite,1683657606.518017,21316,24,1
1,ReadModifyWrite,1683657606.518556,14883,26,1
1,ReadModifyWrite,1683657606.521256,12742,27,1
1,ReadModifyWrite,1683657606.522694,2043570,11,1
1,ReadModifyWrite,1683657606.523043,5582,16,1
1,ReadModifyWrite,1683657606.527296,2034883,17,1
1,ReadModifyWrite,1683657606.528633,2038005,16,1
1,ReadModifyWrite,1683657606.528682,21013,13,1
1,ReadModifyWrite,1683657606.529396,2035419,23,1
1,ReadModifyWrite,1683657606.529964,2053170,4,1
1,ReadModifyWrite,1683657606.530142,2033398,6,1
1,ReadModifyWrite,1683657606.531324,2041309,25,1
1,ReadModifyWrite,1683657606.532976,1023206,7,1
1,ReadModifyWrite,1683657606.533184,2027538,9,1
1,ReadModifyWrite,1683657606.533447,2043515,26,1
1,ReadModifyWrite,1683657606.534004,2027366,27,1
1,ReadModifyWrite,1683657606.534136,2030607,10,1
1,ReadModifyWrite,1683657606.535672,2035921,18,1
1,ReadModifyWrite,1683657606.536295,2034325,22,1
1,ReadModifyWrite,1683657606.536424,2034042,8,1
1,ReadModifyWrite,1683657606.536475,2036755,1,1
1,ReadModifyWrite,1683657606.538071,2047984,5,1
1,ReadModifyWrite,1683657606.538450,2044204,20,1
1,ReadModifyWrite,1683657606.539097,2034166,14,1
1,ReadModifyWrite,1683657606.539166,2020552,31,1
1,ReadModifyWrite,1683657606.539338,2024857,24,1
1,ReadModifyWrite,1683657606.539485,9712,30,1
1,ReadModifyWrite,1683657606.540687,2039379,12,1
1,ReadModifyWrite,1683657606.542067,2038373,28,1
1,ReadModifyWrite,1683657606.544691,2028604,15,1
1,ReadModifyWrite,1683657606.545346,2029127,21,1
1,ReadModifyWrite,1683657606.545406,5048518,3,1
1,ReadModifyWrite,1683657606.545821,2025250,2,1
1,ReadModifyWrite,1683657606.549203,2037212,30,1
1,ReadModifyWrite,1683657606.549701,2036431,13,1
1,ReadModifyWrite,1683657607.556196,1022149,7,1
1,ReadModifyWrite,1683657607.557784,1003135,0,1
1,ReadModifyWrite,1683657608.559730,23679,31,1
1,ReadModifyWrite,1683657608.560730,4035038,9,1
1,ReadModifyWrite,1683657608.560926,25335,0,1
1,ReadModifyWrite,1683657608.561378,19759,27,1
1,ReadModifyWrite,1683657608.562187,17049,17,1
1,ReadModifyWrite,1683657608.562912,19462,19,1
1,ReadModifyWrite,1683657608.563548,17528,6,1
1,ReadModifyWrite,1683657608.564221,5708,24,1
1,ReadModifyWrite,1683657608.564751,18644,10,1
1,ReadModifyWrite,1683657608.564822,3024818,23,1
1,ReadModifyWrite,1683657608.566270,4029528,11,1
1,ReadModifyWrite,1683657608.566646,10939,16,1
1,ReadModifyWrite,1683657608.566809,4027516,29,1
1,ReadModifyWrite,1683657608.569936,3023631,24,1
1,ReadModifyWrite,1683657608.570473,6031416,8,1
1,ReadModifyWrite,1683657608.570628,3022996,22,1
1,ReadModifyWrite,1683657608.571077,6025320,2,1
1,ReadModifyWrite,1683657608.571601,3021194,18,1
1,ReadModifyWrite,1683657608.572639,5029226,25,1
1,ReadModifyWrite,1683657608.573236,4022054,1,1
1,ReadModifyWrite,1683657608.573294,6037088,14,1
1,ReadModifyWrite,1683657608.573305,3020187,15,1
1,ReadModifyWrite,1683657608.574478,10952,21,1
1,ReadModifyWrite,1683657608.576983,5023308,26,1
1,ReadModifyWrite,1683657608.577592,4022374,16,1
1,ReadModifyWrite,1683657608.578353,4021502,7,1
1,ReadModifyWrite,1683657608.579242,5021964,17,1
1,ReadModifyWrite,1683657608.580072,6022644,12,1
1,ReadModifyWrite,1683657608.580447,4019306,28,1
1,ReadModifyWrite,1683657608.581084,2007726,6,1
1,ReadModifyWrite,1683657608.581141,6043432,27,1
1,ReadModifyWrite,1683657608.582380,6052856,19,1
1,ReadModifyWrite,1683657608.582659,6042509,20,1
1,ReadModifyWrite,1683657608.583141,2008028,4,1
1,ReadModifyWrite,1683657608.583400,5012660,10,1
1,ReadModifyWrite,1683657608.583416,5017167,31,1
1,ReadModifyWrite,1683657608.585437,6015965,21,1
1,ReadModifyWrite,1683657608.586063,8046492,5,1
1,ReadModifyWrite,1683657608.586140,2010536,13,1
1,ReadModifyWrite,1683657608.586294,5009501,0,1
1,ReadModifyWrite,1683657608.586420,6028383,30,1
1,ReadModifyWrite,1683657610.588825,2007130,6,1
1,ReadModifyWrite,1683657610.591186,4014327,4,1
1,ReadModifyWrite,1683657610.596690,5029687,13,1
1,ReadModifyWrite,1683657611.589655,3016707,23,1
1,ReadModifyWrite,1683657611.592807,2001627,18,1
1,ReadModifyWrite,1683657611.593500,6049861,15,1
1,ReadModifyWrite,1683657611.593575,3004444,24,1
1,ReadModifyWrite,1683657611.593629,7057403,22,1
1,ReadModifyWrite,1683657611.593931,3042012,3,1
1,ReadModifyWrite,1683657612.594336,2015483,29,1
1,ReadModifyWrite,1683657612.595299,2040641,1,1
1,ReadModifyWrite,1683657612.595777,4030782,9,1
1,ReadModifyWrite,1683657612.595803,5042895,11,1
1,ReadModifyWrite,1683657612.595964,4035977,6,1
1,ReadModifyWrite,1683657612.599760,5045708,28,1
1,ReadModifyWrite,1683657612.599860,3026164,7,1
1,ReadModifyWrite,1683657612.599974,5044289,16,1
1,ReadModifyWrite,1683657613.594446,1019825,18,1
1,ReadModifyWrite,1683657613.595805,1006441,0,1
1,ReadModifyWrite,1683657613.596069,1001704,10,1
1,ReadModifyWrite,1683657613.600300,1024945,26,1
1,ReadModifyWrite,1683657613.600590,2024836,31,1
1,ReadModifyWrite,1683657613.601214,3031502,17,1
1,ReadModifyWrite,1683657613.601873,2024494,25,1
1,ReadModifyWrite,1683657614.596408,21807,2,1
1,ReadModifyWrite,1683657614.597781,4053349,10,1
1,ReadModifyWrite,1683657614.598029,3039728,24,1
1,ReadModifyWrite,1683657614.601414,2027003,21,1
1,ReadModifyWrite,1683657614.601897,13080,8,1
1,ReadModifyWrite,1683657614.602254,2030395,0,1
1,ReadModifyWrite,1683657614.602723,3040685,12,1
1,ReadModifyWrite,1683657614.605523,3032324,4,1
1,ReadModifyWrite,1683657614.606370,1030957,23,1
1,ReadModifyWrite,1683657614.609828,2024802,29,1
1,ReadModifyWrite,1683657614.610390,1020525,14,1
1,ReadModifyWrite,1683657614.614279,3029213,18,1
1,ReadModifyWrite,1683657614.614811,5038184,30,1
1,ReadModifyWrite,1683657614.614986,5080054,8,1
1,ReadModifyWrite,1683657614.618223,4060389,2,1
1,ReadModifyWrite,1683657614.624581,3010955,27,1
1,ReadModifyWrite,1683657614.625174,41588,20,1
1,ReadModifyWrite,1683657614.625248,3014020,26,1
1,ReadModifyWrite,1683657614.635248,5052180,19,1
1,ReadModifyWrite,1683657614.635950,4054001,3,1
1,ReadModifyWrite,1683657614.635950,4014629,1,1
1,ReadModifyWrite,1683657614.666777,2969538,20,1
1,ReadModifyWrite,1683657615.625446,1001918,31,1
1,ReadModifyWrite,1683657615.626037,2019174,7,1
1,ReadModifyWrite,1683657615.626377,2008951,25,1
1,ReadModifyWrite,1683657615.626386,4060010,13,1
1,ReadModifyWrite,1683657615.630925,1008270,14,1
1,ReadModifyWrite,1683657615.637334,4050338,23,1
1,ReadModifyWrite,1683657616.626572,1015079,9,1
1,ReadModifyWrite,1683657616.627373,2054817,31,1
1,ReadModifyWrite,1683657616.628423,5625,21,1
1,ReadModifyWrite,1683657616.631949,2056359,6,1
1,ReadModifyWrite,1683657616.632561,3057658,5,1
1,ReadModifyWrite,1683657616.632653,2056025,0,1
1,ReadModifyWrite,1683657616.632720,3024062,17,1
1,ReadModifyWrite,1683657616.634054,3050972,21,1
1,ReadModifyWrite,1683657616.634638,2043526,29,1
1,ReadModifyWrite,1683657616.639202,2049983,14,1
1,ReadModifyWrite,1683657617.635343,14943,25,1
1,ReadModifyWrite,1683657617.635543,3074408,27,1
1,ReadModifyWrite,1683657617.636324,2057523,20,1
1,ReadModifyWrite,1683657617.637764,3073973,24,1
1,ReadModifyWrite,1683657617.637853,2052531,4,1
1,ReadModifyWrite,1683657617.638726,3073656,11,1
1,ReadModifyWrite,1683657617.639277,5606,26,1
1,ReadModifyWrite,1683657617.641659,9434,9,1
1,ReadModifyWrite,1683657617.643390,12578,15,1
1,ReadModifyWrite,1683657617.643418,2058691,12,1
1,ReadModifyWrite,1683657617.643497,2049411,18,1
1,ReadModifyWrite,1683657617.644269,2036203,16,1
1,ReadModifyWrite,1683657617.644889,2043258,26,1
1,ReadModifyWrite,1683657617.645218,8389,7,1
1,ReadModifyWrite,1683657617.645474,2044173,28,1
1,ReadModifyWrite,1683657617.650296,2010953,25,1
1,ReadModifyWrite,1683657617.651100,2033662,9,1
1,ReadModifyWrite,1683657617.653614,2002619,7,1
1,ReadModifyWrite,1683657617.655976,5060047,15,1
1,ReadModifyWrite,1683657618.650663,1050164,1,1
1,ReadModifyWrite,1683657618.651044,1058882,22,1
1,ReadModifyWrite,1683657618.651136,1050836,10,1
1,ReadModifyWrite,1683657618.678175,4038127,29,1
1,ReadModifyWrite,1683657618.678622,4050338,2,1
1,ReadModifyWrite,1683657618.682197,2030307,31,1
1,ReadModifyWrite,1683657618.688315,1014468,6,1
1,ReadModifyWrite,1683657618.688685,1008418,0,1
1,ReadModifyWrite,1683657618.689190,1004738,14,1
1,ReadModifyWrite,1683657618.689956,1000667,3,1
1,ReadModifyWrite,1683657619.653007,1056327,30,1
1,ReadModifyWrite,1683657619.656243,51972,7,1
1,ReadModifyWrite,1683657619.656795,3059456,17,1
1,ReadModifyWrite,1683657619.661256,1051412,25,1
1,ReadModifyWrite,1683657619.680480,3037770,16,1
1,ReadModifyWrite,1683657619.684769,3031482,9,1
1,ReadModifyWrite,1683657619.685032,3001329,21,1
1,ReadModifyWrite,1683657619.686401,3042352,13,1
1,ReadModifyWrite,1683657619.687434,13267,19,1
1,ReadModifyWrite,1683657619.687678,1022261,23,1
1,ReadModifyWrite,1683657619.688153,13248,26,1
1,ReadModifyWrite,1683657619.689657,1013379,28,1
1,ReadModifyWrite,1683657619.690227,8615,5,1
1,ReadModifyWrite,1683657619.690392,3024855,4,1
1,ReadModifyWrite,1683657619.690629,5053793,3,1
1,ReadModifyWrite,1683657619.692917,2022832,18,1
1,ReadModifyWrite,1683657619.693865,3022532,20,1
1,ReadModifyWrite,1683657619.693956,1002145,14,1
1,ReadModifyWrite,1683657619.695046,3036733,8,1
1,ReadModifyWrite,1683657619.697110,2015793,0,1
1,ReadModifyWrite,1683657619.698849,3017727,5,1
1,ReadModifyWrite,1683657619.700708,1001524,19,1
1,ReadModifyWrite,1683657619.700834,1006710,1,1
1,ReadModifyWrite,1683657619.701407,1001767,26,1
1,ReadModifyWrite,1683657619.701980,3011402,10,1
1,ReadModifyWrite,1683657619.702116,5045878,12,1
1,ReadModifyWrite,1683657619.702797,3026107,6,1
1,ReadModifyWrite,1683657619.708221,4026577,7,1
1,ReadModifyWrite,1683657619.709932,4028564,22,1
1,ReadModifyWrite,1683657620.696114,1021748,14,1
1,ReadModifyWrite,1683657620.702244,2013927,19,1
1,ReadModifyWrite,1683657620.703044,1001720,28,1
1,ReadModifyWrite,1683657620.703183,2025939,26,1
1,ReadModifyWrite,1683657620.707549,2020450,1,1
1,ReadModifyWrite,1683657620.709343,4037770,30,1
1,ReadModifyWrite,1683657620.709947,2012533,23,1
1,ReadModifyWrite,1683657620.709958,2019465,27,1
1,ReadModifyWrite,1683657620.711746,3013236,24,1
1,ReadModifyWrite,1683657620.712389,4034781,11,1
1,ReadModifyWrite,1683657620.712511,1969975,31,1
1,ReadModifyWrite,1683657620.712676,2006058,25,1
1,ReadModifyWrite,1683657621.704778,1024825,28,1
1,ReadModifyWrite,1683657621.712913,2019170,0,1
1,ReadModifyWrite,1683657621.715757,2015519,18,1
1,ReadModifyWrite,1683657621.717869,4561,14,1
1,ReadModifyWrite,1683657621.722435,2015237,14,1
1,ReadModifyWrite,1683657622.682501,1054313,31,1
1,ReadModifyWrite,1683657622.686377,4536,21,1
1,ReadModifyWrite,1683657622.690920,2055547,21,1
1,ReadModifyWrite,1683657622.713391,1017639,10,1
1,ReadModifyWrite,1683657622.715259,1019570,4,1
1,ReadModifyWrite,1683657622.716030,2035829,15,1
1,ReadModifyWrite,1683657622.716181,3017268,19,1
1,ReadModifyWrite,1683657622.716256,1025248,17,1
1,ReadModifyWrite,1683657622.716261,1022223,9,1
1,ReadModifyWrite,1683657622.716307,1025111,29,1
1,ReadModifyWrite,1683657622.716401,3037974,20,1
1,ReadModifyWrite,1683657622.716581,1014583,5,1
1,ReadModifyWrite,1683657622.718256,1021270,16,1
1,ReadModifyWrite,1683657622.718740,2028501,25,1
1,ReadModifyWrite,1683657622.722503,1009769,23,1
1,ReadModifyWrite,1683657622.728007,1006195,1,1
1,ReadModifyWrite,1683657622.728762,2019901,13,1
1,ReadModifyWrite,1683657622.728913,1002842,6,1
1,ReadModifyWrite,1683657622.728966,2015071,2,1
1,ReadModifyWrite,1683657622.729129,1001671,26,1
1,ReadModifyWrite,1683657622.729432,1011500,27,1
1,ReadModifyWrite,1683657622.729637,4015701,28,1
1,ReadModifyWrite,1683657622.731787,5007224,8,1
1,ReadModifyWrite,1683657623.724997,2006335,24,1
1,ReadModifyWrite,1683657623.730810,4008751,26,1
1,ReadModifyWrite,1683657623.731038,2002551,10,1
1,ReadModifyWrite,1683657623.731174,2008198,5,1
1,ReadModifyWrite,1683657623.731283,4003340,18,1
1,ReadModifyWrite,1683657623.731763,4002860,6,1
1,ReadModifyWrite,1683657623.732090,2002850,0,1
1,ReadModifyWrite,1683657623.732278,3005900,23,1
1,ReadModifyWrite,1683657623.734208,4000567,1,1
1,ReadModifyWrite,1683657623.734805,4001324,7,1
1,ReadModifyWrite,1683657623.734834,4005948,4,1
1,ReadModifyWrite,1683657623.736821,2009993,31,1
1,ReadModifyWrite,1683657623.737680,5123,14,1
1,ReadModifyWrite,1683657623.738490,4038385,9,1
1,ReadModifyWrite,1683657623.738531,2003286,22,1
1,ReadModifyWrite,1683657623.739532,2004604,16,1
1,ReadModifyWrite,1683657623.740939,1991414,27,1
1,ReadModifyWrite,1683657623.741430,3004527,29,1
1,ReadModifyWrite,1683657623.741510,3004773,17,1
1,ReadModifyWrite,1683657623.742809,4362,14,1
1,ReadModifyWrite,1683657623.747176,4462,14,1
1,ReadModifyWrite,1683657623.751643,1995710,14,1
1,ReadModifyWrite,1683657624.744060,1003504,2,1
1,ReadModifyWrite,1683657624.744432,2998086,3,1
1,ReadModifyWrite,1683657624.746478,2988150,21,1
1,ReadModifyWrite,1683657624.747120,1009693,30,1
1,ReadModifyWrite,1683657624.747180,2999206,11,1
1,ReadModifyWrite,1683657624.747247,996150,25,1
1,ReadModifyWrite,1683657624.748000,1997088,12,1
1,ReadModifyWrite,1683657624.748671,1985767,13,1
1,ReadModifyWrite,1683657624.751865,2989533,15,1
1,ReadModifyWrite,1683657625.731354,1013409,24,1
1,ReadModifyWrite,1683657625.732364,2005904,27,1
1,ReadModifyWrite,1683657625.733456,2012739,19,1
1,ReadModifyWrite,1683657625.733594,2052557,10,1
1,ReadModifyWrite,1683657625.734948,2006935,0,1
1,ReadModifyWrite,1683657625.739379,2003626,5,1
1,ReadModifyWrite,1683657625.741824,2009397,22,1
1,ReadModifyWrite,1683657625.743406,2039023,25,1
1,ReadModifyWrite,1683657625.744141,2001601,16,1
1,ReadModifyWrite,1683657625.746821,1987308,31,1
1,ReadModifyWrite,1683657625.747360,1999914,14,1
1,ReadModifyWrite,1683657625.747572,3007144,2,1
1,ReadModifyWrite,1683657625.754384,2989896,20,1
1,ReadModifyWrite,1683657625.756825,3006099,30,1
1,ReadModifyWrite,1683657626.734450,5270,13,1
1,ReadModifyWrite,1683657626.738190,1047909,23,1
1,ReadModifyWrite,1683657626.739728,1023226,13,1
1,ReadModifyWrite,1683657626.744770,2023107,24,1
1,ReadModifyWrite,1683657626.745096,3019829,12,1
1,ReadModifyWrite,1683657626.745347,2010061,28,1
1,ReadModifyWrite,1683657626.745964,1035766,29,1
1,ReadModifyWrite,1683657626.746288,5057117,17,1
1,ReadModifyWrite,1683657627.734157,23295,31,1
1,ReadModifyWrite,1683657627.734634,51547,18,1
1,ReadModifyWrite,1683657627.734634,5227,6,1
1,ReadModifyWrite,1683657627.734638,44941,21,1
1,ReadModifyWrite,1683657627.734812,1015359,1,1
1,ReadModifyWrite,1683657627.736136,40937,7,1
1,ReadModifyWrite,1683657627.738276,1017060,27,1
1,ReadModifyWrite,1683657627.739019,46520,8,1
1,ReadModifyWrite,1683657627.739569,36731,26,1
1,ReadModifyWrite,1683657627.739869,2033186,6,1
1,ReadModifyWrite,1683657627.740791,4045679,4,1
1,ReadModifyWrite,1683657627.741405,4054677,15,1
1,ReadModifyWrite,1683657627.741891,4784,0,1
1,ReadModifyWrite,1683657627.742526,46160,3,1
1,ReadModifyWrite,1683657627.743011,4044300,5,1
1,ReadModifyWrite,1683657627.745748,4934,16,1
1,ReadModifyWrite,1683657627.746202,1005233,19,1
1,ReadModifyWrite,1683657627.746392,4041324,11,1
1,ReadModifyWrite,1683657627.746681,5318,0,1
1,ReadModifyWrite,1683657627.747281,1001731,14,1
1,ReadModifyWrite,1683657627.750695,4048343,16,1
1,ReadModifyWrite,1683657627.751230,1015811,22,1
1,ReadModifyWrite,1683657627.752004,1019108,0,1
1,ReadModifyWrite,1683657627.757460,4025637,31,1
1,ReadModifyWrite,1683657627.762963,5288,13,1
1,ReadModifyWrite,1683657627.768262,5197,13,1
1,ReadModifyWrite,1683657627.773464,4010520,13,1
1,ReadModifyWrite,1683657627.776311,4019998,26,1
1,ReadModifyWrite,1683657627.776882,4832,9,1
1,ReadModifyWrite,1683657627.777080,6267,7,1
1,ReadModifyWrite,1683657627.779585,9561,21,1
1,ReadModifyWrite,1683657627.781728,986188,9,1
1,ReadModifyWrite,1683657627.781734,1988283,29,1
1,ReadModifyWrite,1683657627.782436,3998682,25,1
1,ReadModifyWrite,1683657627.783353,4017367,7,1
1,ReadModifyWrite,1683657627.785563,1983869,8,1
1,ReadModifyWrite,1683657627.786106,4018659,23,1
1,ReadModifyWrite,1683657627.786159,1993564,10,1
1,ReadModifyWrite,1683657627.786187,3997269,18,1
1,ReadModifyWrite,1683657627.788692,3995016,3,1
1,ReadModifyWrite,1683657627.789151,2982751,21,1
1,ReadModifyWrite,1683657628.744292,2030184,20,1
1,ReadModifyWrite,1683657628.749021,3062511,14,1
1,ReadModifyWrite,1683657628.750178,2023293,1,1
1,ReadModifyWrite,1683657628.751444,3034988,19,1
1,ReadModifyWrite,1683657628.754758,2025653,2,1
1,ReadModifyWrite,1683657628.755365,3053499,27,1
1,ReadModifyWrite,1683657628.755411,3039012,28,1
1,ReadModifyWrite,1683657628.762931,3028339,30,1
1,ReadModifyWrite,1683657628.767051,994834,22,1
1,ReadModifyWrite,1683657628.767884,3022772,24,1
1,ReadModifyWrite,1683657628.767927,3051462,9,1
1,ReadModifyWrite,1683657628.771121,3016289,0,1
1,ReadModifyWrite,1683657629.761915,1012079,22,1
1,ReadModifyWrite,1683657629.764936,2031191,12,1
1,ReadModifyWrite,1683657629.769440,2029585,8,1
1,ReadModifyWrite,1683657629.770024,1002017,29,1
1,ReadModifyWrite,1683657629.773063,2019427,6,1
1,ReadModifyWrite,1683657629.779730,2049628,10,1
1,ReadModifyWrite,1683657630.771918,1024444,21,1
1,ReadModifyWrite,1683657630.772052,1017840,29,1
1,ReadModifyWrite,1683657630.773478,1022968,1,1
1,ReadModifyWrite,1683657630.774002,1045922,22,1
1,ReadModifyWrite,1683657630.774482,1001772,20,1
1,ReadModifyWrite,1683657630.780422,1027009,2,1
1,ReadModifyWrite,1683657631.776265,50340,20,1
1,ReadModifyWrite,1683657631.781132,17255,25,1
1,ReadModifyWrite,1683657631.783109,12189,31,1
1,ReadModifyWrite,1683657631.783549,12538,18,1
1,ReadModifyWrite,1683657631.783715,38903,3,1
1,ReadModifyWrite,1683657631.783990,41671,13,1
1,ReadModifyWrite,1683657631.786442,36850,19,1
1,ReadModifyWrite,1683657631.786479,9962,4,1
1,ReadModifyWrite,1683657631.787363,24060,5,1
1,ReadModifyWrite,1683657631.787414,12170,0,1
1,ReadModifyWrite,1683657631.787735,35145,11,1
1,ReadModifyWrite,1683657631.789900,21637,29,1
1,ReadModifyWrite,1683657631.790664,38673,24,1
1,ReadModifyWrite,1683657631.791276,46869,30,1
1,ReadModifyWrite,1683657631.792496,18241,6,1
1,ReadModifyWrite,1683657631.794430,31910,28,1
1,ReadModifyWrite,1683657631.795304,30865,31,1
1,ReadModifyWrite,1683657631.796090,30481,15,1
1,ReadModifyWrite,1683657631.796095,25578,18,1
1,ReadModifyWrite,1683657631.796138,40501,12,1
1,ReadModifyWrite,1683657631.796355,1032297,26,1
1,ReadModifyWrite,1683657631.796368,1046383,21,1
1,ReadModifyWrite,1683657631.796447,26360,4,1
1,ReadModifyWrite,1683657631.796452,1032386,1,1
1,ReadModifyWrite,1683657631.798393,1046739,25,1
1,ReadModifyWrite,1683657631.799032,29656,8,1
1,ReadModifyWrite,1683657631.799046,27400,16,1
1,ReadModifyWrite,1683657631.799590,1028879,0,1
1,ReadModifyWrite,1683657631.800726,22092,7,1
1,ReadModifyWrite,1683657631.803411,27344,17,1
1,ReadModifyWrite,1683657631.804772,24480,23,1
1,ReadModifyWrite,1683657631.807437,22786,2,1
1,ReadModifyWrite,1683657631.808870,1028108,27,1
1,ReadModifyWrite,1683657631.810743,1026041,6,1
1,ReadModifyWrite,1683657631.811472,2031563,5,1
1,ReadModifyWrite,1683657631.811538,24318,14,1
1,ReadModifyWrite,1683657631.811544,1033673,29,1
1,ReadModifyWrite,1683657631.819399,2028842,9,1
1,ReadModifyWrite,1683657631.819930,1009493,22,1
1,ReadModifyWrite,1683657631.821681,1009850,18,1
1,ReadModifyWrite,1683657631.822632,10144058,3,1
1,ReadModifyWrite,1683657631.822815,2016353,4,1
1,ReadModifyWrite,1683657631.822825,2014339,7,1
1,ReadModifyWrite,1683657631.822885,1022326,11,1
1,ReadModifyWrite,1683657631.823297,3032194,19,1
1,ReadModifyWrite,1683657631.825666,1011526,13,1
1,ReadModifyWrite,1683657631.826178,1015174,31,1
1,ReadModifyWrite,1683657631.826348,2014648,28,1
1,ReadModifyWrite,1683657631.826451,1023404,16,1
1,ReadModifyWrite,1683657631.826579,1005865,15,1
1,ReadModifyWrite,1683657631.826612,3029050,20,1
1,ReadModifyWrite,1683657631.828693,1010239,8,1
1,ReadModifyWrite,1683657631.829257,1009372,23,1
1,ReadModifyWrite,1683657631.829344,1003184,24,1
1,ReadModifyWrite,1683657631.829365,2024097,10,1
1,ReadModifyWrite,1683657631.830271,4491,2,1
1,ReadModifyWrite,1683657631.830763,9082062,17,1
1,ReadModifyWrite,1683657631.834768,1009795,2,1
1,ReadModifyWrite,1683657631.835863,2012432,14,1
1,ReadModifyWrite,1683657631.836644,10068697,12,1
1,ReadModifyWrite,1683657631.838151,2028211,30,1
1,ReadModifyWrite,1683657632.828483,2027644,0,1
1,ReadModifyWrite,1683657632.828664,9130774,26,1
1,ReadModifyWrite,1683657632.828846,9127200,1,1
1,ReadModifyWrite,1683657632.829432,1018367,22,1
1,ReadModifyWrite,1683657632.831538,1035307,18,1
1,ReadModifyWrite,1683657632.832451,2021882,15,1
1,ReadModifyWrite,1683657632.832533,1029644,24,1
1,ReadModifyWrite,1683657632.836789,5063006,6,1
1,ReadModifyWrite,1683657632.836985,1020960,27,1
1,ReadModifyWrite,1683657632.837255,7064889,13,1
1,ReadModifyWrite,1683657632.838635,2021944,23,1
1,ReadModifyWrite,1683657632.838942,6062699,8,1
1,ReadModifyWrite,1683657632.841357,3028262,31,1
1,ReadModifyWrite,1683657632.842758,11134025,21,1
1,ReadModifyWrite,1683657632.844569,4809,2,1
1,ReadModifyWrite,1683657632.845137,3019372,25,1
1,ReadModifyWrite,1683657632.845219,9118197,11,1
1,ReadModifyWrite,1683657632.845221,4053960,29,1
1,ReadModifyWrite,1683657632.849386,9127358,2,1
1,ReadModifyWrite,1683657632.849861,9106183,16,1
1,ReadModifyWrite,1683657633.837176,9128552,7,1
1,ReadModifyWrite,1683657633.839177,8116205,4,1
1,ReadModifyWrite,1683657633.841005,30759,28,1
1,ReadModifyWrite,1683657633.843042,8125136,5,1
1,ReadModifyWrite,1683657633.847807,8111564,22,1
1,ReadModifyWrite,1683657633.848253,1001701,9,1
1,ReadModifyWrite,1683657633.848299,8121238,14,1
1,ReadModifyWrite,1683657633.853469,6057410,10,1
1,ReadModifyWrite,1683657633.857952,8099256,27,1
1,ReadModifyWrite,1683657633.862186,8041963,24,1
1,ReadModifyWrite,1683657633.866370,8092340,30,1
1,ReadModifyWrite,1683657633.866852,4430,18,1
1,ReadModifyWrite,1683657633.871290,8100807,18,1
1,ReadModifyWrite,1683657633.871770,4220,28,1
1,ReadModifyWrite,1683657633.875997,5024090,28,1
1,ReadModifyWrite,1683657634.849965,8138659,9,1
1,ReadModifyWrite,1683657634.854344,7123401,15,1
1,ReadModifyWrite,1683657634.855498,7123293,19,1
1,ReadModifyWrite,1683657634.855670,7122011,20,1
1,ReadModifyWrite,1683657634.856133,9149668,0,1
1,ReadModifyWrite,1683657634.860588,8128307,23,1
1,ReadModifyWrite,1683657635.864520,28492,25,1
1,ReadModifyWrite,1683657635.869633,6107822,31,1
1,ReadModifyWrite,1683657635.893028,6072198,25,1
1,ReadModifyWrite,1683657636.899194,6059499,29,1
1,ReadModifyWrite,1683657637.899807,4062928,6,1
1,ReadModifyWrite,1683657638.900101,1001844,28,1
1,ReadModifyWrite,1683657638.901650,3075767,8,1
1,ReadModifyWrite,1683657639.901959,1001875,28,1
1,ReadModifyWrite,1683657639.902154,3086451,13,1
1,ReadModifyWrite,1683657639.910889,3077799,10,1
1,ReadModifyWrite,1683657640.903848,2061884,28,1
1,ReadModifyWrite,1683657640.912834,1061236,17,1
1,ReadModifyWrite,1683657641.904161,71080,24,1
1,ReadModifyWrite,1683657641.905352,1051121,12,1
1,ReadModifyWrite,1683657641.955430,2018429,4,1
1,ReadModifyWrite,1683657641.956054,1032522,1,1
1,ReadModifyWrite,1683657641.956054,2029345,16,1
1,ReadModifyWrite,1683657641.957215,1008759,27,1
1,ReadModifyWrite,1683657641.958720,1011685,30,1
1,ReadModifyWrite,1683657641.959379,17992,22,1
1,ReadModifyWrite,1683657641.959442,2020673,26,1
1,ReadModifyWrite,1683657641.962743,3027044,6,1
1,ReadModifyWrite,1683657641.963422,1001759,11,1
1,ReadModifyWrite,1683657641.965232,1025085,25,1
1,ReadModifyWrite,1683657641.966696,2040706,3,1
1,ReadModifyWrite,1683657641.968183,11582,5,1
1,ReadModifyWrite,1683657641.969544,1002946,14,1
1,ReadModifyWrite,1683657641.972104,3045695,18,1
1,ReadModifyWrite,1683657641.974077,1013708,17,1
1,ReadModifyWrite,1683657641.975247,1009142,24,1
1,ReadModifyWrite,1683657641.976751,3031438,2,1
1,ReadModifyWrite,1683657641.977378,1015523,22,1
1,ReadModifyWrite,1683657641.977422,1018881,8,1
1,ReadModifyWrite,1683657641.977487,1011457,31,1
1,ReadModifyWrite,1683657641.977686,2020497,20,1
1,ReadModifyWrite,1683657641.977750,1016414,15,1
1,ReadModifyWrite,1683657641.978805,1014231,19,1
1,ReadModifyWrite,1683657641.979772,2021662,5,1
1,ReadModifyWrite,1683657642.956485,38354,12,1
